id,sentence,target,target_index,target_lemma,target_pos,label
cb5-fragment02_3345_9,"He would not tell her , this funny bewitching little English girl , that he had come to her first because he could not keep away from her .",bewitching,9,bewitching,ADJ,1
cb5-fragment02_3345_17,"He would not tell her , this funny bewitching little English girl , that he had come to her first because he could not keep away from her .",come,17,come,VERB,0
cb5-fragment02_3345_25,"He would not tell her , this funny bewitching little English girl , that he had come to her first because he could not keep away from her .",keep,25,keep,VERB,0
cb5-fragment02_3346_12,"She had been on his mind since the morning he had seen her from his horse ; frightened yet defiant , sparking with anger .",seen,12,see,VERB,0
cb5-fragment02_3346_18,"She had been on his mind since the morning he had seen her from his horse ; frightened yet defiant , sparking with anger .",frightened,18,frightened,ADJ,0
cb5-fragment02_3346_22,"She had been on his mind since the morning he had seen her from his horse ; frightened yet defiant , sparking with anger .",sparking,22,spark,VERB,1
cb5-fragment02_3347_9,"Almost , but not quite , she had come between him and the work he had had to do in New York City .",come,9,come,VERB,0
cb5-fragment02_3348_9,The moment the work was done he had ordered his coachman to drive him back to Millfield as fast as the horses would go .,ordered,9,order,VERB,1
cb5-fragment02_3348_13,The moment the work was done he had ordered his coachman to drive him back to Millfield as fast as the horses would go .,drive,13,drive,VERB,0
cb5-fragment02_3348_24,The moment the work was done he had ordered his coachman to drive him back to Millfield as fast as the horses would go .,go,24,go,VERB,0
cb5-fragment02_3349_8,"‘ Light the candle , ’ he repeated .",repeated,8,repeat,VERB,0
cb5-fragment02_3350_4,Ruth 's fingers trembled as she obeyed him .,trembled,4,tremble,VERB,1
cb5-fragment02_3350_7,Ruth 's fingers trembled as she obeyed him .,obeyed,7,obey,VERB,0
cb5-fragment02_3351_3,Then she lay back on her pillow and they looked at each other as if it was for the first time .,lay,3,lie,VERB,0
cb5-fragment02_3351_10,Then she lay back on her pillow and they looked at each other as if it was for the first time .,looked,10,look,VERB,0
cb5-fragment02_3352_2,"He traced the contours of her face with gentle fingers , outlining the curve of her mouth , stroking her temples .",traced,2,trace,VERB,0
cb5-fragment02_3352_12,"He traced the contours of her face with gentle fingers , outlining the curve of her mouth , stroking her temples .",outlining,12,outline,VERB,0
cb5-fragment02_3352_19,"He traced the contours of her face with gentle fingers , outlining the curve of her mouth , stroking her temples .",stroking,19,stroke,VERB,0
cb5-fragment02_3353_12,"Without any hurry , in spite of the impatience which had brought him here , he caressed the length of her neck and the slope of her shoulders .",brought,12,bring,VERB,1
cb5-fragment02_3353_17,"Without any hurry , in spite of the impatience which had brought him here , he caressed the length of her neck and the slope of her shoulders .",caressed,17,caress,VERB,0
cb5-fragment02_3354_7,"From out of nowhere , Ruth remembered Dick Parker : but not , this time , the pleasure of her union with him , only the pain it had brought her on the Christmas Eve following .",remembered,7,remember,VERB,0
cb5-fragment02_3354_30,"From out of nowhere , Ruth remembered Dick Parker : but not , this time , the pleasure of her union with him , only the pain it had brought her on the Christmas Eve following .",brought,30,bring,VERB,1
cb5-fragment02_3354_36,"From out of nowhere , Ruth remembered Dick Parker : but not , this time , the pleasure of her union with him , only the pain it had brought her on the Christmas Eve following .",following,36,follow,VERB,1
cb5-fragment02_3355_7,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",cried,7,cry,VERB,1
cb5-fragment02_3355_13,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",longed,13,long,VERB,0
cb5-fragment02_3355_18,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",complete,18,complete,VERB,0
cb5-fragment02_3355_23,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",come,23,come,VERB,0
cb5-fragment02_3355_28,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",knew,28,know,VERB,0
cb5-fragment02_3355_33,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",let,33,let,VERB,0
cb5-fragment02_3355_35,"And now although her whole body cried out for fulfilment and she longed for Joss Barnet to complete what he had surely come to do , she knew that she must not let it happen .",happen,35,happen,VERB,0
cb5-fragment02_3356_2,"She turned her face away from him , pushed his hand from her .",turned,2,turn,VERB,0
cb5-fragment02_3356_9,"She turned her face away from him , pushed his hand from her .",pushed,9,push,VERB,0
cb5-fragment02_3357_6,‘ No ! ’ she cried .,cried,6,cry,VERB,0
cb5-fragment02_3359_2,"He gave not the slightest sign of having heard her , continuing to stroke her neck , and now inserting his fingers under the neckline of her nightshift .",gave,2,give,VERB,1
cb5-fragment02_3359_9,"He gave not the slightest sign of having heard her , continuing to stroke her neck , and now inserting his fingers under the neckline of her nightshift .",heard,9,hear,VERB,0
cb5-fragment02_3359_12,"He gave not the slightest sign of having heard her , continuing to stroke her neck , and now inserting his fingers under the neckline of her nightshift .",continuing,12,continue,VERB,0
cb5-fragment02_3359_20,"He gave not the slightest sign of having heard her , continuing to stroke her neck , and now inserting his fingers under the neckline of her nightshift .",inserting,20,insert,VERB,0
cb5-fragment02_3360_2,She tried again to push him away .,tried,2,try,VERB,0
cb5-fragment02_3360_5,She tried again to push him away .,push,5,push,VERB,0
cb5-fragment02_3362_1,Please do n't ! ’ she cried .,Please,1,please,INTJ,0
cb5-fragment02_3362_7,Please do n't ! ’ she cried .,cried,7,cry,VERB,0
cb5-fragment02_3363_5,It was surprise which made him stop for a second .,made,5,make,VERB,1
cb5-fragment02_3363_7,It was surprise which made him stop for a second .,stop,7,stop,VERB,0
cb5-fragment02_3364_2,"He smiled at her , an unexpectedly tender smile .",smiled,2,smile,VERB,0
cb5-fragment02_3365_5,"‘ I wo n't hurt you , ’ he said .",hurt,5,hurt,VERB,0
cb5-fragment02_3365_10,"‘ I wo n't hurt you , ’ he said .",said,10,say,VERB,0
cb5-fragment02_3367_8,‘ I 'm not afraid of being hurt . ’,hurt,8,hurt,VERB,0
cb5-fragment02_3369_10,"‘ I 'm afraid of afterwards , ’ she said hesitantly .",said,10,say,VERB,0
cb5-fragment02_3372_9,"‘ But you wo n't , ’ he assured her .",assured,9,assure,VERB,0
cb5-fragment02_3373_4,‘ I 'll see to that .,see,4,see,VERB,1
cb5-fragment02_3375_3,‘ You promise ? ’,promise,3,promise,VERB,0
cb5-fragment02_3376_3,‘ I promise . ’,promise,3,promise,VERB,0
cb5-fragment02_3377_2,"She lay quiescent and felt his strong fingers , quicker now , move to unfasten the buttons of her shift one by one .",lay,2,lie,VERB,0
cb5-fragment02_3377_5,"She lay quiescent and felt his strong fingers , quicker now , move to unfasten the buttons of her shift one by one .",felt,5,feel,VERB,0
cb5-fragment02_3377_15,"She lay quiescent and felt his strong fingers , quicker now , move to unfasten the buttons of her shift one by one .",unfasten,15,unfasten,VERB,0
cb5-fragment02_3378_5,"And when he had undone her gown , and had difficulty in lifting it over her head , she raised herself from the pillow and helped him to take it off .",undone,5,undo,VERB,0
cb5-fragment02_3378_13,"And when he had undone her gown , and had difficulty in lifting it over her head , she raised herself from the pillow and helped him to take it off .",lifting,13,lift,VERB,0
cb5-fragment02_3378_20,"And when he had undone her gown , and had difficulty in lifting it over her head , she raised herself from the pillow and helped him to take it off .",raised,20,raise,VERB,0
cb5-fragment02_3378_26,"And when he had undone her gown , and had difficulty in lifting it over her head , she raised herself from the pillow and helped him to take it off .",helped,26,help,VERB,0
cb5-fragment02_3378_29,"And when he had undone her gown , and had difficulty in lifting it over her head , she raised herself from the pillow and helped him to take it off .",take,29,take,VERB,0
cb5-fragment02_3379_3,"Then he pulled down the sheet , which was all the bedclothes she had needed on that warm night , and she lay naked before him .",pulled,3,pull,VERB,0
cb5-fragment02_3379_15,"Then he pulled down the sheet , which was all the bedclothes she had needed on that warm night , and she lay naked before him .",needed,15,need,VERB,0
cb5-fragment02_3379_23,"Then he pulled down the sheet , which was all the bedclothes she had needed on that warm night , and she lay naked before him .",lay,23,lie,VERB,0
cb5-fragment02_3380_2,She observed him without shame as he looked at every part of her .,observed,2,observe,VERB,0
cb5-fragment02_3380_8,She observed him without shame as he looked at every part of her .,looked,8,look,VERB,0
cb5-fragment02_3382_7,"When , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been leading .",stripped,7,strip,VERB,1
cb5-fragment02_3382_12,"When , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been leading .",came,12,come,VERB,0
cb5-fragment02_3382_31,"When , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been leading .",leading,31,lead,VERB,1
cb5-fragment02_3383_26,"He was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost — until , his passion rising in harmony with hers , the climax came like the bursting of a thousand stars , like the beginning and ending of the world .",rising,26,rise,VERB,1
cb5-fragment02_3383_34,"He was a skilful lover : tender and gentle in the beginning , then powerful , persistent , rough almost — until , his passion rising in harmony with hers , the climax came like the bursting of a thousand stars , like the beginning and ending of the world .",came,34,come,VERB,1
cb5-fragment02_3384_3,"Afterwards they lay quietly side by side , not speaking , until he said , ‘ I must go . ’",lay,3,lie,VERB,0
cb5-fragment02_3384_10,"Afterwards they lay quietly side by side , not speaking , until he said , ‘ I must go . ’",speaking,10,speak,VERB,0
cb5-fragment02_3384_14,"Afterwards they lay quietly side by side , not speaking , until he said , ‘ I must go . ’",said,14,say,VERB,0
cb5-fragment02_3384_19,"Afterwards they lay quietly side by side , not speaking , until he said , ‘ I must go . ’",go,19,go,VERB,0
cb5-fragment02_3385_7,"‘ Not yet , ’ she begged .",begged,7,beg,VERB,0
cb5-fragment02_3386_5,‘ You ca n't leave me yet . ’,leave,5,leave,VERB,0
cb5-fragment02_3387_2,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",turned,2,turn,VERB,0
cb5-fragment02_3387_5,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",lay,5,lie,VERB,0
cb5-fragment02_3387_11,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",trying,11,try,VERB,0
cb5-fragment02_3387_13,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",pin,13,pin,VERB,0
cb5-fragment02_3387_24,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",began,24,begin,VERB,0
cb5-fragment02_3387_26,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",fondle,26,fondle,VERB,0
cb5-fragment02_3387_38,"She turned over and lay on top of him , trying to pin him down with her own slight weight , and he began to fondle her and she him , and almost at once they were making love again .",making,38,make,VERB,1
